"code","product"
"44129490","Laminated wood as blockboard, laminboard or battenboard (excl. of bamboo, such with at least one outer ply of non-coniferous wood, plywood consisting solely of sheets of wood <= 6 mm thick, sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)"
"44160000","Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"
"44184000","Wooden shuttering for concrete constructional work (excl. plywood boarding)"
"44186000","Posts and beams, of wood"
"44187900","Flooring panels, assembled, of wood other than bamboo (excl. multilayer panels and panels for mosaic floors)(2017-2500);Flooring panels, assembled, of wood (excl. multilayer panels and flooring panels for mosaic floors)(2007-2016)"
"45031010","Corks and stoppers, cylindrical, of natural cork"
"45031090","Corks and stoppers of all types, incl. round-edged blanks (excl. cylindrical)"
"45041011","Corks and stoppers, cylindrical, for sparkling wine, of agglomerated cork, incl. those with discs of natural cork"
"45041019","Corks and stoppers, cylindrical, of agglomerated cork (excl. such products for sparkling wine)"
"45041091","Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated cork, with a binding substance (excl. corks and stoppers)"
"45041099","Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated cork, without binding substance (excl. corks and stoppers)"
"47010010","Thermo-mechanical wood pulp, not chemically treated"
"47010090","Mechanical wood pulp, not chemically treated (excl. thermo-mechanical wood pulp)"
"47032100","Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)"
"47032900","Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)"
"47050000","Wood pulp obtained by a combination of mechanical and chemical pulping processes"
"47063000","Pulps of fibrous cellulosic bamboo material"
"47069200","Chemical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters and fibres derived from recovered {waste and scrap} paper or paperboard)(2007-2500);Chemical pulp of fibrous cellulosic material (excl. that of wood, cotton linters and fibres derived from recovered {waste and scrap} paper or paperboard)(1996-2006);Pulps of fibrous cellulosic material, chemical (excl. wood and cotton linters pulp)(1993-1995)"
"47071000","Recovered ""waste and scrap"" paper or paperboard of unbleached kraft paper, corrugated paper or corrugated paperboard"
"47073010","Old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material"
"47073090","""Waste and scrap"" of paper or paperboard made mainly of mechanical pulp (excl. old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material)"
"48022000","Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive paper and paperboard, uncoated, in rolls or in square or rectangular sheets, of any size(2002-2500);Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper and paperboard, uncoated, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1989-2001)"
"48024010","Wallpaper base, uncoated, not containing fibres obtained by a mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres(2002-2500);Wallpaper base, uncoated, not containing fibres obtained by a mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres(1988-2001)"
"48024090","Wallpaper base, uncoated, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical process(2002-2500);Wallpaper base, uncoated, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical process(1988-2001)"
"48025810","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s."
"48025890","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in square or rectangular sheets of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s."
"48026115","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, weighing < 72 g/m² and of which > 50% by weight of the total fibre content consists of fibres obtained by a mechanical process, n.e.s.(2017-2500);Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, weighing < 72 g/m² and of which > 50% by weight of the total fibre content consists of fibres obtained by a mechanical process, n.e.s.(2007-2016)"
"48026180","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process, n.e.s. (excl. products weighing < 72 g/m² and of which > 50% by weight of the total fibre content consists of fibres obtained by a mechanical process)(2017-2500);Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process, n.e.s. (excl. products weighing < 72 g/m² and of which > 50% by weight of the total fibre content consists of fibres obtained by a mechanical process)(2004-2016)"
"48041111","Unbleached kraftliner, uncoated, in rolls of a width > 36 cm, containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content and weighing < 150 g/m² (excl. goods of heading 4802 and 4803)(2002-2500);Unbleached kraftliner, uncoated, in rolls of a width > 15 cm, containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content and weighing < 150 g/m² (excl. goods of heading 4802 and 4803)(1988-2001)"
"48041190","Unbleached kraftliner, uncoated, in rolls of a width > 36 cm (excl. that containing > 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content and goods of heading 4802 and 4803)(2002-2500);Unbleached kraftliner, uncoated, in rolls of a width > 15 cm (excl. that containing > 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content and goods of heading 4802 and 4803)(1988-2001)"
"48041990","Kraftliner, uncoated, in rolls of a width > 36 cm (excl. unbleached, kraftliner containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content, and goods of heading 4802 and 4803)(2002-2500);Kraftliner, uncoated, in rolls of a width > 15 cm (excl. unbleached, kraftliner containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content, and goods of heading 4802 and 4803)(1988-2001)"
"48042110","Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm, containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. goods of heading 4802, 4803 or 4808)(2002-2500);Unbleached sack kraft paper, uncoated, in rolls of a width > 15 cm, containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. goods of heading 4802 and 4803)(1988-2001)"
"48042190","Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excl. kraft paper containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content, and goods of heading 4802, 4803 or 4808)(2002-2500);Unbleached sack kraft paper, uncoated, in rolls of a width > 15 cm (excl. kraft paper containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content, and goods of heading 4802 and 4803)(1988-2001)"
"48042910","Sack kraft paper, uncoated, in rolls of a width > 36 cm, containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. unbleached, and goods of heading 4802, 4803 or 4808)(2002-2500);Sack kraft paper, uncoated, in rolls of a width > 15 cm, containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. unbleached, and goods of heading 4802 and 4803)(1988-2001)"
"48043151","Unbleached kraft insulating paper for electro-technical purposes, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. kraftliner and sack kraft paper)(2002-2500);Unbleached kraft insulating paper for electro-technical purposes, uncoated, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. kraftliner and sack kraft paper)(1988-2001)"
"48043158","Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², containing >= 80% coniferous wood sulphate or soda pulp by weight of total fibre content (excl. kraft insulating paper for electro-technical purposes; goods of heading 4802, 4803 or 4808)"
"48043180","Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m² (excl. kraft paper containing >= 80% coniferous wood sulphate or soda pulp by weight of total fibre content; kraftliner and sack kraft paper; goods of heading 4802, 4803 or 4808)"
"48043951","Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², uniformly bleached in the mass, containing >= 80% coniferous wood sulphate or soda pulp by weight of total fibre content (excl. as used in the manufacture of paper yarn of heading 5308 and 5607; kraft insulating paper for electro-technical purposes; goods of heading 4802, 4803 or 4808)(2002-2500);Kraft paper and paperboard, uncoated, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², uniformly bleached in the mass, containing >= 80% coniferous wood sulphate or soda pulp by weight of total fibre content (excl. as used in the manufacture of paper yarn of heading 5308 and 5607; kraft insulating paper for electro-technical purposes; goods of heading 4802, 4803)(1988-2001)"
"48043958","Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content (excl. unbleached or uniformly bleached in the mass; kraftliner, sack kraft paper and goods of heading 4802, 4803 or 4808)"
"48043980","Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m² (excl. unbleached and that containing >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content, kraftliner, sack kraft paper; goods of heading 4802, 4803 or 4808)"
"48044191","Unbleached saturating kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing > 150 g to < 225 g/m²(2002-2500);Unbleached saturating kraft paper and paperboard, uncoated, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing > 150 g to < 225 g/m²(1988-2001)"
"48044198","Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing > 150 g to < 225 g/m² (excl. saturating kraft paper, kraftliner, sack kraft paper and goods of heading 4802, 4803 or 4808)"
"48044900","Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing > 150 g to < 225 g/m² (excl. unbleached, bleached uniformly in the mass and containing > 95% chemically processed wood fibre by weight in relation to the total fibre content, kraftliner, sack kraft paper and goods of heading 4802, 4803 or 4808)"
"48045990","Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing >= 225 g/m² (excl. unbleached or bleached uniformly in the mass and containing > 95% chemically prepared wood fibre or >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content)(2002-2500);Kraft paper and paperboard, uncoated, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing >= 225 g/m² (excl. unbleached or bleached uniformly in the mass and containing > 95% chemically prepared wood fibre or >= 80% coniferous wood sulphate or soda pulp by weight in relation to the total fibre content)(1988-2001)"
"48052400","Testliner ""recycled liner board"", uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m²"
"48052500","Testliner ""recycled liner board"", uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing > 150 g/m²"
"48054000","Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(2002-2500);Filter paper and paperboard, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1988-2001)"
"48059100","Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², n.e.s.(2007-2500);Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing <= 150 g/m², n.e.s.(2004-2006)"
"48059200","Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state, weighing > 150 g to < 225 g/m², n.e.s."
"48061000","Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(2002-2500);Vegetable parchment, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1988-2001)"
"48062000","Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(2002-2500);Greaseproof papers, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1988-2001)"
"48063000","Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(2002-2500);Tracing papers, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1988-2001)"
"48064010","Glassine papers in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(2002-2500);Glassine papers in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1988-2001)"
"48064090","Transparent or translucent papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. vegetable parchment, greaseproof papers, tracing papers and glassine papers)(2002-2500);Transparent or translucent papers, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. vegetable parchment, greaseproof papers, tracing papers and glassine papers)(1988-2001)"
"48070030","Composite paper and paperboard made from recovered paper, whether or not covered with paper, not surface-coated or impregnated, whether or not internally reinforced, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. that laminated internally with bitumen, tar or asphalt)"
"48070080","Composite paper and paperboard, not surface-coated or impregnated, whether or not internally reinforced, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. that laminated internally with bitumen, tar or asphalt; straw paper and paperboard, whether or not covered with non-straw paper; paper and paperboard made from recovered paper, whether or not coated with paper)"
"48089000","Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. sack kraft and other kraft paper, and goods of heading 4803)(2002-2500);Paper and paperboard ""with or without glued flat surface sheets"", creped, crinkled, embossed or perforated, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. sack kraft and other kraft paper, and goods of heading 4803)(1988-2001)"
"48092000","Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. carbon and similar copying papers)(2011-2500);Self-copy paper, whether or not printed, in rolls with a width of > 36 cm, or in rectangular or square sheets with at least one side measuring > 36 cm in the unfolded state (excl. carbon and similar copying papers)(1988-1993)"
"48101300","Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, coated on one or both sides with kaolin or other inorganic substances, in rolls of any size"
"48101900","Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, coated on one or both sides with kaolin or other inorganic substances, in square or rectangular sheets with one side > 435 mm or with one side <= 435 mm and the other side > 297 mm in the unfolded state"
"48102200","Lightweight coated paper used for writing, printing or other graphic purposes, total weight <= 72 g/m², coating weight <= 15 g/m² per side, on a base of which >= 50% by weight of the total fibre content consists of fibres obtained by a mechanical process, coated on both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size"
"48103100","Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically processed wood fibres by weight in relation to the total fibre content, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size, weighing <= 150 g/m² (excl. that for writing, printing or other graphic purposes)(2002-2500);Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically processed wood fibres by weight in relation to the total fibre content, coated on one or both sides with kaolin or other inorganic substances, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state and weighing <= 150 g/m² (excl. that for writing, printing or other graphic purposes)(1988-2001)"
"48103900","Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size (excl. that for writing, printing or other graphic purposes; paper and paperboard bleached uniformly in the mass and containing > 95% chemically processed wood fibres by weight in relation to the total fibre content)(2002-2500);Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. that for writing, printing or other graphic purposes; paper and paperboard bleached uniformly in the mass and containing > 95% chemically processed wood fibres by weight in relation to the total fibre content)(1988-2001)"
"48109210","Multi-ply paper and paperboard, each layer bleached, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size (excl. that for writing, printing or other graphic purposes, kraft paper and paperboard)"
"48109230","Multi-ply paper and paperboard, with only one outer layer bleached, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size (excl. that for writing, printing or other graphic purposes, kraft paper and paperboard)"
"48109290","Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size (excl. multi-ply paper and paperboard with each layer bleached, with one bleached outer layer only, paper and paperboard for writing, printing or other graphic purposes, kraft paper and paperboard)"
"48109910","Bleached paper and paperboard, coated on one or both sides with kaolin, in rolls or in square or rectangular sheets, of any size (excl. that for writing, printing or other graphic purposes, kraft paper and paperboard, multi-ply paper and paperboard, and with no other coating)(2002-2500);Bleached paper and paperboard, coated on one or both sides with kaolin, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state (excl. that for writing, printing or other graphic purposes, kraft paper and paperboard, and multi-ply paper and paperboard)(1988-2001)"
"48109980","Paper and paperboard, coated on one or both sides with inorganic substances, in rolls or in square or rectangular sheets, of any size (excl. bleached paper and paperboard coated with kaolin, paper or paperboard for writing, printing or other graphic purposes, kraft paper and paperboard, multi-ply paper and paperboard, and with no other coating)"
"48111000","Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular sheets, of any size(2007-2500);Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular sheets, of any size(2002-2006);Tarred, bituminized or asphalted paper and paperboard, in rolls of a width > 15 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state(1988-2001)"
"48115100","Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size, bleached and weighing > 150 g/m² (excl. adhesives)(2007-2500);Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size, bleached and weighing > 150 g/m² (excl. adhesives)(2002-2006)"
"48115900","Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size (excl. bleached and weighing > 150 g/m², and adhesives)(2007-2500);Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size (excl. bleached and weighing > 150 g/m², and adhesives)(2002-2006)"
"48116000","Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4818)(2007-2500);Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4818)(2002-2006)"
"48119000","Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809, 4810 and 4818, and of subheading 4811.10 to 4811.60)(2007-2500);Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809, 4810 and 4818, and of subheading 4811.10 to 4811.60)(2004-2006)"
"48149010","Wallpaper and similar wallcoverings of paper, consisting of grained, embossed, surface-coloured, design-printed or otherwise surface-decorated or covered with transparent protective plastics"
"48149070","Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excl. goods of subheadings 4814.20 and 4814.90.10)"
"48192000","Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
"48221000","Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not perforated or hardened, for winding textile yarn"
"48232000","Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square sheets, of which no side > 36 cm in the unfolded state, or cut to shape other than rectangular or square(2002-2500);Filter paper and paperboard, in strips or rolls of a width <= 15 cm, in rectangular or square sheets, of which no side > 36 cm in the unfolded state, or cut to shape other than rectangular or square(1988-2001)"
"48234000","Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, in rectangular or square sheets of which no side > 36 cm in the unfolded state, or cut into dials(2002-2500);Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 15 cm, in rectangular or square sheets, of which no side > 36 cm in the unfolded state, or cut into disks(1988-2001)"
"48237010","Trays and boxes for packing eggs, of moulded paper pulp"
"48237090","Moulded or pressed articles of paper pulp, n.e.s."
"49060000","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing"
"51053900","Fine animal hair, carded or combed (excl. wool and hair of Kashmir ""cashmere"" goats)"
"51061010","Carded wool yarn containing >= 85% wool by weight, unbleached (excl. that put up for retail sale)"
"51061090","Carded wool yarn containing >= 85% wool by weight (excl. unbleached and that put up for retail sale)"
"51062010","Carded wool yarn containing predominantly, but < 85% wool by weight, with a wool and fine animal hair content of >= 85% (excl. put up for retail sale)"
"51062099","Carded wool yarn containing predominantly, but < 85% wool by weight (excl. unbleached yarn, yarn with a wool and fine animal hair content of >= 85% and yarn put up for retail sale)"
"51072010","Yarn of combed wool containing predominantly, but < 85% wool by weight, with a wool and fine animal hair content of >= 85%, unbleached (excl. that put up for retail sale)"
"51072030","Yarn of combed wool containing predominantly, but < 85% wool by weight, with a wool and fine animal hair content of >= 85% (excl. unbleached and that put up for retail sale)"
"51072051","Yarn of combed wool containing predominantly, but < 85% wool by weight, mixed principally or solely with synthetic staple fibres, unbleached (excl. that put up for retail sale)"
"51072059","Yarn of combed wool containing predominantly, but < 85% wool by weight, mixed principally or solely with synthetic staple fibres (excl. unbleached and that put up for retail sale)"
"51072099","Yarn of combed wool containing predominantly, but < 85% wool by weight (excl. unbleached yarn, yarn mixed principally or solely with synthetic staple fibres, yarn with a wool and fine animal hair content of >= 85%, and yarn put up for retail sale)"
"51121100","Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing <= 200 g/m² (excl. fabrics for technical uses of heading 5911)(2004-2500);Woven fabrics containing >= 85 % combed wool or combed fine animal hair by weight and weighing =< 200 g per m²(1988-1994)"
"51121900","Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing > 200 g/m²"
"52052100","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" (excl. sewing thread and yarn put up for retail sale)"
"52052800","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex ""> MN 120"" (excl. sewing thread and yarn put up for retail sale)"
"52054100","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
"52064200","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
"52091100","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², unbleached"
"52111900","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², unbleached (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
"52115100","Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², printed"
"52115900","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², printed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
"53082010","Hemp yarn (excl. that put up for retail sale)"
"54026300","Multiple ""folded"" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale and textured yarn)"
"54033300","Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excl. sewing thread, high-tenacity yarn and yarn put up for retail sale)(2007-2500);Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excl. sewing thread, yarn put up for retail sale, high-tenacity yarn and textured yarn)(2003-2006)"
"54041200","Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. elastomers)"
"54041900","Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. of elastomers and polypropylene)"
"54049010","Strip and the like, e.g. artificial straw, of polypropylene, with an apparent width of <= 5 mm"
"54049090","Synthetic strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of <= 5 mm (excl. that of polypropylene)"
"54073000","Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm, consisting of layers of parallel textile yarns superimposed on each other at acute or right angles, the layers being bonded at the intersections of the yarns by an adhesive or by thermal bonding"
"55021000","Artificial filament tow as specified in Note 1 to chapter 55, of acetate"
"55031900","Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning (excl. those of aramids)"
"55034000","Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning"
"55064000","Staple fibres of polypropylene, carded, combed or otherwise processed for spinning"
"55070000","Artificial staple fibres, carded, combed or otherwise processed for spinning"
"55122100","Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or bleached"
"55129990","Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed or made of yarn of different colours (excl. those of acrylic, modacrylic or polyester staple fibres)"
"55164400","Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, printed"
